HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID	pmid_count
HGNC:11963	BHLHE22	27319	ENSG00000180828	8
HGNC:34014	TNRC18P2	27320	ENSG00000223566	0
HGNC:11961	TNRC17	27321		2
HGNC:11972	TOX3	27324		75
HGNC:11969	TNRC6A	27327	ENSG00000090905	86
HGNC:8656	PCDH11X	27328	ENSG00000102290	36
HGNC:491	ANGPTL3	27329	ENSG00000132855	93
HGNC:10435	RPS6KA6	27330	ENSG00000072133	39
HGNC:17894	ZNF638	27332	ENSG00000075292	62
HGNC:15448	GOLIM4	27333	ENSG00000173905	33
HGNC:19906	P2RY10	27334	ENSG00000078589	13
HGNC:24656	EIF3K	27335	ENSG00000178982	66
HGNC:5276	HTATSF1	27336	ENSG00000102241	68
HGNC:17895	UBE2S	27338		78
HGNC:17896	PRPF19	27339	ENSG00000110107	136
HGNC:17897	UTP20	27340	ENSG00000120800	42
HGNC:24286	RRP7A	27341	ENSG00000189306	29
HGNC:17676	RABGEF1	27342	ENSG00000154710	66
HGNC:9184	POLL	27343	ENSG00000166169	91
HGNC:17301	PCSK1N	27344	ENSG00000102109	26
HGNC:6289	KCNMB4	27345	ENSG00000135643	24
HGNC:28106	TMEM97	27346	ENSG00000109084	32
HGNC:17717	STK39	27347	ENSG00000198648	85
HGNC:11995	TOR1B	27348	ENSG00000136816	23
HGNC:29622	MCAT	27349	ENSG00000100294	23
HGNC:17353	APOBEC3C	27350	ENSG00000244509	107
HGNC:24577	DESI1	27351	ENSG00000100418	12
HGNC:25228	SGSM3	27352	ENSG00000100359	31
HGNC:14348	HTRA2	27429	ENSG00000115317	149
HGNC:6905	MAT2B	27430	ENSG00000038274	59
HGNC:11996	TOR2A	27433	ENSG00000160404	47
HGNC:9185	POLM	27434	ENSG00000122678	40
HGNC:1316	EML4	27436	ENSG00000143924	99
HGNC:1846	HSFY1P1	27437	ENSG00000229027	1
HGNC:1844	TMEM121B	27439	ENSG00000183307	7
HGNC:1843	HDHD5	27440	ENSG00000069998	18
HGNC:1841	CECR3	27442	ENSG00000241832	1
HGNC:1840	CECR2	27443	ENSG00000099954	17
HGNC:13406	PCLO	27445	ENSG00000186472	51
HGNC:13417	PPP2R3B	28227	ENSG00000167393	24
HGNC:10953	SLCO4A1	28231	ENSG00000101187	21
HGNC:10952	SLCO3A1	28232	ENSG00000176463	28
HGNC:10961	SLCO1B3	28234	ENSG00000111700	138
HGNC:5741	IGKV1-5	28299	ENSG00000243466	18
HGNC:5640	IGHV3OR16-16	28300	ENSG00000259842	1
HGNC:5639	IGHV3OR16-15	28301	ENSG00000261834	1
HGNC:5636	IGHV3OR16-12	28304	ENSG00000270467	1
HGNC:5635	IGHV3OR16-11	28305	ENSG00000270318	1
HGNC:5634	IGHV3OR16-10	28306	ENSG00000233732	1
HGNC:5644	IGHV3OR16-9	28307	ENSG00000270472	1
HGNC:5642	IGHV3OR16-7	28309	ENSG00000271620	4
HGNC:5573	IGHV1OR16-4	28312	ENSG00000259997	1
HGNC:5572	IGHV1OR16-3	28313	ENSG00000260048	1
HGNC:5571	IGHV1OR16-2	28314	ENSG00000259852	1
HGNC:5570	IGHV1OR16-1	28315	ENSG00000261704	1
HGNC:1760	CDH20	28316	ENSG00000101542	10
HGNC:5658	IGHV4OR15-8	28317	ENSG00000259261	3
HGNC:5633	IGHV3OR15-7	28318	ENSG00000259490	2
HGNC:5568	IGHV1OR15-6	28320	ENSG00000270685	1
HGNC:5513	IGHD5OR15-5B	28326	ENSG00000270824	1
HGNC:5512	IGHD5OR15-5A	28327	ENSG00000270961	1
HGNC:5507	IGHD4OR15-4B	28328	ENSG00000270451	1
HGNC:5506	IGHD4OR15-4A	28329	ENSG00000271317	1
HGNC:5501	IGHD3OR15-3B	28330	ENSG00000282089	1
HGNC:5500	IGHD3OR15-3A	28331	ENSG00000282520	1
HGNC:5494	IGHD2OR15-2B	28332	ENSG00000282268	1
HGNC:5493	IGHD2OR15-2A	28333	ENSG00000282599	1
HGNC:5488	IGHD1OR15-1B	28334	ENSG00000270185	1
HGNC:5487	IGHD1OR15-1A	28335	ENSG00000271336	1
HGNC:5710	IGHVIV-44-1	28337	ENSG00000253465	1
HGNC:5709	IGHVIII-82	28338	ENSG00000253303	1
HGNC:5708	IGHVIII-76-1	28339	ENSG00000253310	1
HGNC:5707	IGHVIII-67-4	28340	ENSG00000254052	1
HGNC:5706	IGHVIII-67-3	28341	ENSG00000253635	1
HGNC:5705	IGHVIII-67-2	28342	ENSG00000254036	1
HGNC:5704	IGHV8-51-1	28343	ENSG00000254167	1
HGNC:5701	IGHVIII-47-1	28344	ENSG00000253862	1
HGNC:5700	IGHVIII-44	28345	ENSG00000283562	1
HGNC:5699	IGHVIII-38-1	28346	ENSG00000253989	1
HGNC:5698	IGHVIII-26-1	28347	ENSG00000253462	1
HGNC:5697	IGHVIII-25-1	28348	ENSG00000253367	1
HGNC:5696	IGHVIII-22-2	28349	ENSG00000254045	1
HGNC:5694	IGHVIII-16-1	28350	ENSG00000283948	1
HGNC:5693	IGHVIII-13-1	28351	ENSG00000253412	1
HGNC:5692	IGHVIII-11-1	28352	ENSG00000254215	1
HGNC:5703	IGHVIII-5-2	28353	ENSG00000254053	1
HGNC:5702	IGHVIII-5-1	28354	ENSG00000253387	1
HGNC:5695	IGHVIII-2-1	28355	ENSG00000253780	1
HGNC:5691	IGHVII-78-1	28356	ENSG00000253674	1
HGNC:5690	IGHVII-74-1	28357	ENSG00000254134	1
HGNC:5689	IGHVII-67-1	28358	ENSG00000253820	1
HGNC:5688	IGHVII-65-1	28359	ENSG00000253169	1
HGNC:5687	IGHVII-62-1	28360	ENSG00000253747	1
HGNC:5686	IGHVII-60-1	28361	ENSG00000254329	1
HGNC:5685	IGHVII-53-1	28362	ENSG00000253714	1
HGNC:5684	IGHVII-51-2	28363	ENSG00000253941	1
HGNC:5683	IGHVII-49-1	28364	ENSG00000253386	1
HGNC:5682	IGHVII-46-1	28365	ENSG00000253808	1
HGNC:5681	IGHVII-44-2	28366	ENSG00000253895	1
HGNC:5680	IGHVII-43-1	28367	ENSG00000283195	1
HGNC:5679	IGHVII-40-1	28368	ENSG00000253294	1
HGNC:5678	IGHVII-33-1	28369	ENSG00000254203	1
HGNC:5677	IGHVII-31-1	28370		1
HGNC:5676	IGHVII-30-1	28371	ENSG00000253491	1
HGNC:5675	IGHVII-28-1	28372	ENSG00000253149	1
HGNC:5674	IGHVII-26-2	28373	ENSG00000253482	1
HGNC:5673	IGHVII-22-1	28374	ENSG00000253345	1
HGNC:5672	IGHVII-20-1	28375		1
HGNC:5671	IGHVII-15-1	28376	ENSG00000253458	1
HGNC:5670	IGHVII-1-1	28377	ENSG00000254279	1
HGNC:5669	IGHV7-81	28378	ENSG00000211979	6
HGNC:5667	IGHV7-56	28380	ENSG00000253131	1
HGNC:5666	IGHV7-40	28381	ENSG00000253467	1
HGNC:5664	IGHV7-34-1	28382	ENSG00000253325	1
HGNC:5663	IGHV7-27	28383	ENSG00000254326	1
HGNC:5662	IGHV6-1	28385	ENSG00000211933	4
HGNC:5661	IGHV5-10-1	28386	ENSG00000282651	2
HGNC:5660	IGHV5-78	28387	ENSG00000211978	4
HGNC:5659	IGHV5-51	28388	ENSG00000211966	3
HGNC:5657	IGHV4-38-2	28389		2
HGNC:5656	IGHV4-80	28390	ENSG00000283906	2
HGNC:5655	IGHV4-61	28391	ENSG00000211970	3
HGNC:5654	IGHV4-59	28392	ENSG00000224373	7
HGNC:5653	IGHV4-55	28393	ENSG00000254395	5
HGNC:5651	IGHV4-39	28394	ENSG00000211959	5
HGNC:5650	IGHV4-34	28395	ENSG00000211956	7
HGNC:5649	IGHV4-31	28396	ENSG00000231475	14
HGNC:5648	IGHV4-30-4	28397		2
HGNC:5647	IGHV4-30-2	28398		1
HGNC:5646	IGHV4-30-1	28399		0
HGNC:5645	IGHV4-28	28400	ENSG00000211952	4
HGNC:5652	IGHV4-4	28401	ENSG00000276775	4
HGNC:5631	IGHV3-69-1	28402	ENSG00000282600	12
HGNC:5629	IGHV3-38-3	28404		1
HGNC:5627	IGHV3-79	28405	ENSG00000275747	1
HGNC:5626	IGHV3-76	28406	ENSG00000253247	1
HGNC:5625	IGHV3-75	28407	ENSG00000254176	3
HGNC:5624	IGHV3-74	28408	ENSG00000224650	3
HGNC:5623	IGHV3-73	28409	ENSG00000211976	3
HGNC:5622	IGHV3-72	28410	ENSG00000225698	3
HGNC:5621	IGHV3-71	28411	ENSG00000254056	5
HGNC:5619	IGHV3-66	28412	ENSG00000211972	3
HGNC:5618	IGHV3-65	28413	ENSG00000253209	1
HGNC:5617	IGHV3-64	28414	ENSG00000223648	3
HGNC:5616	IGHV3-63	28415	ENSG00000253936	1
HGNC:5615	IGHV3-62	28416	ENSG00000253132	1
HGNC:5614	IGHV3-60	28417	ENSG00000253742	1
HGNC:5612	IGHV3-57	28418	ENSG00000253759	1
HGNC:5611	IGHV3-54	28419	ENSG00000275475	1
HGNC:5610	IGHV3-53	28420	ENSG00000211967	4
HGNC:5609	IGHV3-52	28421	ENSG00000253545	2
HGNC:5608	IGHV3-50	28422	ENSG00000253241	1
HGNC:5607	IGHV3-49	28423	ENSG00000211965	5
HGNC:5606	IGHV3-48	28424	ENSG00000211964	6
HGNC:5605	IGHV3-47	28425	ENSG00000229092	3
HGNC:5604	IGHV3-43	28426	ENSG00000232216	3
HGNC:5603	IGHV3-42	28427	ENSG00000254228	1
HGNC:5602	IGHV3-41	28428	ENSG00000278473	1
HGNC:5601	IGHV3-38	28429	ENSG00000211958	2
HGNC:5600	IGHV3-37	28430	ENSG00000253359	1
HGNC:5599	IGHV3-36	28431	ENSG00000253240	1
HGNC:5598	IGHV3-35	28432	ENSG00000211957	2
HGNC:5597	IGHV3-33-2	28433	ENSG00000253440	1
HGNC:5596	IGHV3-33	28434	ENSG00000211955	8
HGNC:5595	IGHV3-32	28435	ENSG00000254289	1
HGNC:5592	IGHV3-30-2	28438	ENSG00000253587	1
HGNC:5591	IGHV3-30	28439	ENSG00000270550	11
HGNC:5590	IGHV3-29	28440	ENSG00000270474	1
HGNC:5589	IGHV3-25	28441	ENSG00000253441	1
HGNC:5588	IGHV3-23	28442	ENSG00000211949	18
HGNC:5587	IGHV3-22	28443	ENSG00000253957	1
HGNC:5586	IGHV3-21	28444	ENSG00000211947	10
HGNC:5585	IGHV3-20	28445	ENSG00000211946	3
HGNC:5584	IGHV3-19	28446	ENSG00000253883	2
HGNC:5583	IGHV3-16	28447	ENSG00000211944	2
HGNC:5582	IGHV3-15	28448	ENSG00000211943	3
HGNC:5581	IGHV3-13	28449	ENSG00000211942	7
HGNC:5580	IGHV3-11	28450	ENSG00000211941	4
HGNC:5628	IGHV3-9	28451		5
HGNC:5620	IGHV3-7	28452	ENSG00000211938	10
HGNC:5613	IGHV3-6	28453	ENSG00000253763	1
HGNC:5577	IGHV2-70	28454	ENSG00000274576	8
HGNC:5575	IGHV2-26	28455	ENSG00000211951	3
HGNC:5574	IGHV2-10	28456		1
HGNC:5576	IGHV2-5	28457	ENSG00000211937	6
HGNC:5562	IGHV1-69-2	28458	ENSG00000281990	3
HGNC:5560	IGHV1-38-4	28460		1
HGNC:5558	IGHV1-69	28461	ENSG00000211973	17
HGNC:5557	IGHV1-68	28462	ENSG00000253703	1
HGNC:5556	IGHV1-67	28463	ENSG00000253274	1
HGNC:5555	IGHV1-58	28464	ENSG00000211968	3
HGNC:5554	IGHV1-46	28465	ENSG00000211962	3
HGNC:5553	IGHV1-45	28466	ENSG00000211961	3
HGNC:5551	IGHV1-24	28467	ENSG00000211950	5
HGNC:5549	IGHV1-18	28468	ENSG00000211945	2
HGNC:5548	IGHV1-17	28469	ENSG00000254046	1
HGNC:5547	IGHV1-14	28470	ENSG00000253709	1
HGNC:5546	IGHV1-12	28471	ENSG00000254174	1
HGNC:5559	IGHV1-8	28472		2
HGNC:5552	IGHV1-3	28473	ENSG00000211935	2
HGNC:5550	IGHV1-2	28474	ENSG00000211934	2
HGNC:5540	IGHJ6	28475	ENSG00000211900	3
HGNC:5539	IGHJ5	28476	ENSG00000242472	2
HGNC:5538	IGHJ4	28477	ENSG00000240041	2
HGNC:5537	IGHJ3P	28478	ENSG00000237111	2
HGNC:5536	IGHJ3	28479	ENSG00000242887	2
HGNC:5535	IGHJ2P	28480	ENSG00000237547	2
HGNC:5534	IGHJ2	28481	ENSG00000211904	2
HGNC:5533	IGHJ1P	28482	ENSG00000227335	2
HGNC:5532	IGHJ1	28483	ENSG00000211905	2
HGNC:5518	IGHD7-27	28484	ENSG00000236597	2
HGNC:5516	IGHD6-25	28485	ENSG00000225825	1
HGNC:5515	IGHD6-19	28486	ENSG00000211914	1
HGNC:5514	IGHD6-13	28487	ENSG00000211920	1
HGNC:5517	IGHD6-6	28488	ENSG00000228131	2
HGNC:5510	IGHD5-24	28489	ENSG00000211909	1
HGNC:5509	IGHD5-18	28490	ENSG00000211915	1
HGNC:5508	IGHD5-12	28491	ENSG00000211921	1
HGNC:5511	IGHD5-5	28492	ENSG00000211928	2
HGNC:5504	IGHD4-23	28493	ENSG00000227196	1
HGNC:5503	IGHD4-17	28494	ENSG00000227800	1
HGNC:5502	IGHD4-11	28495	ENSG00000232543	1
HGNC:5505	IGHD4-4	28496	ENSG00000233655	2
HGNC:5497	IGHD3-22	28497	ENSG00000211911	1
HGNC:5496	IGHD3-16	28498	ENSG00000211917	1
HGNC:5495	IGHD3-10	28499	ENSG00000211923	1
HGNC:5499	IGHD3-9	28500	ENSG00000211924	1
HGNC:5498	IGHD3-3	28501	ENSG00000211930	2
HGNC:5491	IGHD2-21	28502	ENSG00000211912	1
HGNC:5489	IGHD2-15	28503	ENSG00000211918	1
HGNC:5492	IGHD2-8	28504	ENSG00000211925	1
HGNC:5490	IGHD2-2	28505	ENSG00000211931	2
HGNC:5485	IGHD1-26	28506	ENSG00000211907	1
HGNC:5484	IGHD1-20	28507	ENSG00000237020	1
HGNC:5483	IGHD1-14	28508	ENSG00000227108	1
HGNC:5486	IGHD1-7	28509	ENSG00000237197	1
HGNC:5482	IGHD1-1	28510	ENSG00000236170	1
HGNC:17898	NKIRAS2	28511	ENSG00000168256	15
HGNC:17899	NKIRAS1	28512	ENSG00000197885	16
HGNC:1758	CDH19	28513	ENSG00000071991	15
HGNC:2908	DLL1	28514	ENSG00000198719	106
HGNC:12264	TRDV3	28516	ENSG00000256590	5
HGNC:12263	TRDV2	28517	ENSG00000211821	6
HGNC:12262	TRDV1	28518	ENSG00000211804	4
HGNC:12260	TRDJ4	28519	ENSG00000211826	1
HGNC:12259	TRDJ3	28520	ENSG00000211828	1
HGNC:12258	TRDJ2	28521	ENSG00000211827	1
HGNC:12257	TRDJ1	28522	ENSG00000211825	1
HGNC:12256	TRDD3	28523	ENSG00000228985	2
HGNC:12255	TRDD2	28524	ENSG00000237235	1
HGNC:12254	TRDD1	28525	ENSG00000223997	1
HGNC:12253	TRDC	28526	ENSG00000211829	4
HGNC:12202	TRBV23OR9-2	28552	ENSG00000229063	1
HGNC:12248	TRBVB	28555	ENSG00000241911	1
HGNC:12247	TRBVA	28556	ENSG00000239992	1
HGNC:12214	TRBV30	28557	ENSG00000237254	1
HGNC:12210	TRBV29-1	28558	ENSG00000232869	1
HGNC:12209	TRBV28	28559	ENSG00000211753	3
HGNC:12208	TRBV27	28560	ENSG00000211752	2
HGNC:12207	TRBV26	28561	ENSG00000249912	1
HGNC:12205	TRBV25-1	28562	ENSG00000282499	1
HGNC:12203	TRBV24-1	28563	ENSG00000211750	3
HGNC:12201	TRBV23-1	28564	ENSG00000211749	2
HGNC:12200	TRBV22-1	28565	ENSG00000240578	1
HGNC:12198	TRBV21-1	28566	ENSG00000251578	5
HGNC:12196	TRBV20-1	28567	ENSG00000211747	7
HGNC:12194	TRBV19	28568	ENSG00000211746	5
HGNC:12193	TRBV18	28569	ENSG00000276557	4
HGNC:12192	TRBV17	28570	ENSG00000277880	2
HGNC:12191	TRBV16	28571	ENSG00000275243	9
HGNC:12190	TRBV15	28572	ENSG00000276819	2
HGNC:12189	TRBV14	28573	ENSG00000275743	3
HGNC:12188	TRBV13	28574	ENSG00000276405	3
HGNC:12187	TRBV12-5	28575	ENSG00000275158	3
HGNC:12186	TRBV12-4	28576	ENSG00000276953	4
HGNC:12185	TRBV12-3	28577	ENSG00000274752	11
HGNC:12184	TRBV12-2	28578	ENSG00000211739	2
HGNC:12183	TRBV12-1	28579	ENSG00000244661	2
HGNC:12182	TRBV11-3	28580	ENSG00000276597	4
HGNC:12181	TRBV11-2	28581	ENSG00000241657	1
HGNC:12180	TRBV11-1	28582	ENSG00000211720	4
HGNC:12179	TRBV10-3	28583	ENSG00000275791	3
HGNC:12178	TRBV10-2	28584	ENSG00000229769	2
HGNC:12177	TRBV10-1	28585	ENSG00000211717	2
HGNC:12246	TRBV9	28586	ENSG00000211716	2
HGNC:12245	TRBV8-2	28587	ENSG00000239944	1
HGNC:12244	TRBV8-1	28588	ENSG00000243889	1
HGNC:12243	TRBV7-9	28589	ENSG00000278030	3
HGNC:12242	TRBV7-8	28590		5
HGNC:12241	TRBV7-7	28591	ENSG00000253291	2
HGNC:12240	TRBV7-6	28592	ENSG00000211727	1
HGNC:12239	TRBV7-5	28593	ENSG00000227550	2
HGNC:12238	TRBV7-4	28594	ENSG00000253409	1
HGNC:12237	TRBV7-3	28595	ENSG00000211714	3
HGNC:12236	TRBV7-2	28596	ENSG00000282939	5
HGNC:12235	TRBV7-1	28597	ENSG00000211707	4
HGNC:12234	TRBV6-9	28598		6
HGNC:12233	TRBV6-8	28599	ENSG00000253534	2
HGNC:12232	TRBV6-7	28600	ENSG00000253188	2
HGNC:12231	TRBV6-6	28601	ENSG00000211724	2
HGNC:12230	TRBV6-5	28602	ENSG00000211721	3
HGNC:12229	TRBV6-4	28603	ENSG00000211713	4
HGNC:12228	TRBV6-3	28604		3
HGNC:12227	TRBV6-2	28605	ENSG00000283063	3
HGNC:12226	TRBV6-1	28606	ENSG00000211706	5
HGNC:12225	TRBV5-8	28607		2
HGNC:12224	TRBV5-7	28608	ENSG00000211731	1
HGNC:12223	TRBV5-6	28609	ENSG00000211728	3
HGNC:12222	TRBV5-5	28610	ENSG00000211725	1
HGNC:12221	TRBV5-4	28611	ENSG00000230099	4
HGNC:12220	TRBV5-3	28612	ENSG00000211715	2
HGNC:12219	TRBV5-2	28613	ENSG00000242771	2
HGNC:12218	TRBV5-1	28614	ENSG00000211734	2
HGNC:12217	TRBV4-3	28615		3
HGNC:12216	TRBV4-2	28616	ENSG00000211745	3
HGNC:12215	TRBV4-1	28617	ENSG00000211710	3
HGNC:12213	TRBV3-2	28618		2
HGNC:12212	TRBV3-1	28619	ENSG00000237702	7
HGNC:12195	TRBV2	28620	ENSG00000226660	2
HGNC:12176	TRBV1	28621	ENSG00000242736	1
HGNC:12175	TRBJ2-7	28622	ENSG00000211771	2
HGNC:12174	TRBJ2-6	28623	ENSG00000211770	2
HGNC:12173	TRBJ2-5	28624	ENSG00000211769	2
HGNC:12172	TRBJ2-4	28625	ENSG00000211768	2
HGNC:12171	TRBJ2-3	28626	ENSG00000211767	2
HGNC:12170	TRBJ2-2P	28627	ENSG00000211766	2
HGNC:12169	TRBJ2-2	28628	ENSG00000211765	3
HGNC:12168	TRBJ2-1	28629	ENSG00000211764	2
HGNC:12167	TRBJ1-6	28630	ENSG00000282780	2
HGNC:12166	TRBJ1-5	28631	ENSG00000282173	2
HGNC:12165	TRBJ1-4	28632	ENSG00000281958	2
HGNC:12164	TRBJ1-3	28633	ENSG00000282133	2
HGNC:12163	TRBJ1-2	28634	ENSG00000282420	2
HGNC:12162	TRBJ1-1	28635	ENSG00000282320	3
HGNC:12159	TRBD2	28636		2
HGNC:12158	TRBD1	28637	ENSG00000282431	2
HGNC:12157	TRBC2	28638	ENSG00000211772	4
HGNC:12156	TRBC1	28639	ENSG00000211751	12
HGNC:12142	TRAV41	28640	ENSG00000211820	1
HGNC:12141	TRAV40	28641	ENSG00000211819	3
HGNC:12139	TRAV39	28642	ENSG00000211818	1
HGNC:12138	TRAV38-2DV8	28643	ENSG00000211817	2
HGNC:12137	TRAV38-1	28644	ENSG00000211816	2
HGNC:12136	TRAV37	28645	ENSG00000259068	1
HGNC:12135	TRAV36DV7	28646	ENSG00000211815	1
HGNC:12134	TRAV35	28647	ENSG00000211814	1
HGNC:12133	TRAV34	28648	ENSG00000211813	1
HGNC:12132	TRAV33	28649	ENSG00000258812	1
HGNC:12131	TRAV32	28650	ENSG00000258905	1
HGNC:12130	TRAV31	28651	ENSG00000249048	1
HGNC:12129	TRAV30	28652	ENSG00000259092	1
HGNC:12127	TRAV29DV5	28653	ENSG00000211810	2
HGNC:12126	TRAV28	28654	ENSG00000258835	1
HGNC:12125	TRAV27	28655	ENSG00000211809	1
HGNC:12124	TRAV26-2	28656	ENSG00000211812	1
HGNC:12123	TRAV26-1	28657	ENSG00000211807	1
HGNC:12122	TRAV25	28658	ENSG00000211806	1
HGNC:12121	TRAV24	28659	ENSG00000211805	5
HGNC:12120	TRAV23DV6	28660	ENSG00000211803	1
HGNC:12119	TRAV22	28661	ENSG00000211802	1
HGNC:12118	TRAV21	28662	ENSG00000211801	1
HGNC:12117	TRAV20	28663	ENSG00000211800	3
HGNC:12115	TRAV19	28664	ENSG00000211799	4
HGNC:12114	TRAV18	28665	ENSG00000211798	2
HGNC:12113	TRAV17	28666	ENSG00000211797	2
HGNC:12112	TRAV16	28667	ENSG00000211796	1
HGNC:12111	TRAV15	28668	ENSG00000258482	1
HGNC:12110	TRAV14DV4	28669	ENSG00000211792	2
HGNC:12109	TRAV13-2	28670	ENSG00000211791	1
HGNC:12108	TRAV13-1	28671	ENSG00000211788	1
HGNC:12107	TRAV12-3	28672	ENSG00000211794	2
HGNC:12106	TRAV12-2	28673	ENSG00000211789	2
HGNC:12105	TRAV12-1	28674	ENSG00000211785	1
HGNC:12104	TRAV11	28675	ENSG00000256474	1
HGNC:12103	TRAV10	28676	ENSG00000211784	1
HGNC:12154	TRAV9-2	28677	ENSG00000211793	2
HGNC:12153	TRAV9-1	28678	ENSG00000211783	2
HGNC:12152	TRAV8-7	28679	ENSG00000211808	2
HGNC:12151	TRAV8-6	28680	ENSG00000211795	2
HGNC:12150	TRAV8-5	28681	ENSG00000256379	2
HGNC:12149	TRAV8-4	28682	ENSG00000211790	2
HGNC:12148	TRAV8-3	28683	ENSG00000211787	2
HGNC:12147	TRAV8-2	28684	ENSG00000211786	1
HGNC:12146	TRAV8-1	28685	ENSG00000211782	1
HGNC:12145	TRAV7	28686	ENSG00000211781	1
HGNC:12143	TRAV5	28688	ENSG00000211779	1
HGNC:12140	TRAV4	28689	ENSG00000211778	2
HGNC:12128	TRAV3	28690	ENSG00000211777	1
HGNC:12116	TRAV2	28691	ENSG00000211776	2
HGNC:12102	TRAV1-2	28692	ENSG00000256553	1
HGNC:12101	TRAV1-1	28693	ENSG00000255569	1
HGNC:12094	TRAJ61	28694	ENSG00000211831	1
HGNC:12093	TRAJ60	28695	ENSG00000249446	2
HGNC:12091	TRAJ59	28696	ENSG00000211832	1
HGNC:12090	TRAJ58	28697	ENSG00000211833	1
HGNC:12089	TRAJ57	28698	ENSG00000211834	1
HGNC:12088	TRAJ56	28699	ENSG00000211835	1
HGNC:12087	TRAJ55	28700	ENSG00000250688	1
HGNC:12086	TRAJ54	28701	ENSG00000211836	1
HGNC:12085	TRAJ53	28702	ENSG00000211837	1
HGNC:12084	TRAJ52	28703	ENSG00000211838	1
HGNC:12083	TRAJ51	28704	ENSG00000248366	1
HGNC:12082	TRAJ50	28705	ENSG00000211839	1
HGNC:12080	TRAJ49	28706	ENSG00000211840	1
HGNC:12079	TRAJ48	28707	ENSG00000211841	1
HGNC:12078	TRAJ47	28708	ENSG00000211842	1
HGNC:12077	TRAJ46	28709	ENSG00000211843	1
HGNC:12076	TRAJ45	28710	ENSG00000211844	1
HGNC:12075	TRAJ44	28711	ENSG00000211845	2
HGNC:12074	TRAJ43	28712	ENSG00000211846	1
HGNC:12073	TRAJ42	28713	ENSG00000211847	1
HGNC:12072	TRAJ41	28714	ENSG00000211848	1
HGNC:12071	TRAJ40	28715	ENSG00000211849	2
HGNC:12069	TRAJ39	28716	ENSG00000211850	1
HGNC:12068	TRAJ38	28717	ENSG00000211851	1
HGNC:12067	TRAJ37	28718	ENSG00000278661	1
HGNC:12066	TRAJ36	28719	ENSG00000276699	1
HGNC:12065	TRAJ35	28720	ENSG00000211854	1
HGNC:12064	TRAJ34	28721	ENSG00000211855	2
HGNC:12063	TRAJ33	28722	ENSG00000211856	1
HGNC:12062	TRAJ32	28723	ENSG00000211857	1
HGNC:12061	TRAJ31	28724	ENSG00000211858	2
HGNC:12060	TRAJ30	28725	ENSG00000211859	1
HGNC:12058	TRAJ29	28726	ENSG00000211860	2
HGNC:12057	TRAJ28	28727	ENSG00000211861	1
HGNC:12056	TRAJ27	28728	ENSG00000211862	1
HGNC:12055	TRAJ26	28729	ENSG00000211863	1
HGNC:12054	TRAJ25	28730	ENSG00000211864	2
HGNC:12053	TRAJ24	28731	ENSG00000211865	2
HGNC:12052	TRAJ23	28732	ENSG00000211866	1
HGNC:12051	TRAJ22	28733	ENSG00000211867	2
HGNC:12050	TRAJ21	28734	ENSG00000211868	1
HGNC:12049	TRAJ20	28735	ENSG00000211869	1
HGNC:12047	TRAJ19	28736	ENSG00000211870	1
HGNC:12046	TRAJ18	28737	ENSG00000211871	1
HGNC:12045	TRAJ17	28738	ENSG00000211872	4
HGNC:12044	TRAJ16	28739	ENSG00000211873	1
HGNC:12043	TRAJ15	28740		2
HGNC:12042	TRAJ14	28741	ENSG00000211875	1
HGNC:12041	TRAJ13	28742	ENSG00000211876	1
HGNC:12040	TRAJ12	28743	ENSG00000211877	2
HGNC:12039	TRAJ11	28744	ENSG00000211878	1
HGNC:12038	TRAJ10	28745	ENSG00000211879	2
HGNC:12097	TRAJ9	28746	ENSG00000211880	1
HGNC:12096	TRAJ8	28747	ENSG00000211881	1
HGNC:12095	TRAJ7	28748	ENSG00000211882	1
HGNC:12092	TRAJ6	28749	ENSG00000211883	2
HGNC:12081	TRAJ5	28750	ENSG00000211884	1
HGNC:12070	TRAJ4	28751	ENSG00000211885	1
HGNC:12059	TRAJ3	28752	ENSG00000211886	2
HGNC:12048	TRAJ2	28753	ENSG00000211887	2
HGNC:12037	TRAJ1	28754	ENSG00000211888	2
HGNC:12029	TRAC	28755	ENSG00000277734	16
HGNC:5946	IGLVV-66	28757	ENSG00000254075	1
HGNC:5945	IGLVV-58	28758	ENSG00000253637	1
HGNC:5944	IGLVIV-65	28759	ENSG00000254161	1
HGNC:5943	IGLVIV-64	28760	ENSG00000253242	1
HGNC:5942	IGLVIV-59	28761	ENSG00000254308	1
HGNC:5941	IGLVIV-53	28762	ENSG00000253935	1
HGNC:5940	IGLVI-70	28763	ENSG00000253239	1
HGNC:5939	IGLVI-68	28764	ENSG00000254355	1
HGNC:5938	IGLVI-63	28765	ENSG00000253752	1
HGNC:5937	IGLVI-56	28766	ENSG00000253126	1
HGNC:5936	IGLVI-42	28767	ENSG00000254175	3
HGNC:5935	IGLVI-38	28768	ENSG00000253889	1
HGNC:5934	IGLVI-20	28769	ENSG00000254240	1
HGNC:5886	IGLV11-55	28770	ENSG00000211641	4
HGNC:5885	IGLV10-67	28771	ENSG00000253794	2
HGNC:5884	IGLV10-54	28772	ENSG00000211642	6
HGNC:5933	IGLV9-49	28773	ENSG00000223350	3
HGNC:5931	IGLV8-61	28774	ENSG00000211638	6
HGNC:5930	IGLV7-46	28775	ENSG00000211649	6
HGNC:5929	IGLV7-43	28776	ENSG00000211652	7
