HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID	pmid_count
HGNC:33524	EEF1DP5	442258	ENSG00000213130	0
HGNC:35894	RPL23AP46	442260	ENSG00000213122	1
HGNC:22956	GAPDHP73	442262	ENSG00000226540	0
HGNC:38016	YAP1P1	442266	ENSG00000220494	1
HGNC:35149	CCT7P1	442267	ENSG00000217733	1
HGNC:36042	RPS12P11	442270		1
HGNC:42337	TUBB4BP7	442271	ENSG00000217372	0
HGNC:22797	NHP2P2	442290	ENSG00000213786	0
HGNC:39777	PSMC1P2	442291	ENSG00000213781	0
HGNC:37965	FTLP15	442304	ENSG00000233952	0
HGNC:42175	TUBBP6	442308	ENSG00000235207	0
HGNC:51278	SAPCD2P2	442317	ENSG00000235368	0
HGNC:51280	SAPCD2P4	442318	ENSG00000234312	0
HGNC:22785	ZNF727	442319	ENSG00000214652	8
HGNC:51277	SAPCD2P1	442320	ENSG00000213644	0
HGNC:22598	EEF1DP4	442325	ENSG00000213640	1
HGNC:36834	RPL31P38	442326		1
HGNC:22500	ARF1P1	442334	ENSG00000219807	0
HGNC:6127	IRS3P	442338	ENSG00000184414	7
HGNC:8230	OR2A2	442361	ENSG00000221989	5
HGNC:32214	VENTXP5	442384	ENSG00000253569	2
HGNC:35413	SDR16C6P	442388	ENSG00000253542	3
HGNC:39884	ARF1P3	442396	ENSG00000253885	0
HGNC:48893	KRT18P66	442405	ENSG00000235626	0
HGNC:33405	KRT18P36	442406	ENSG00000226246	0
HGNC:37665	ATP5F1AP7	442415	ENSG00000241571	0
HGNC:827	ATP5F1AP1	442416	ENSG00000234861	2
HGNC:44749	PTGER4P2-CDK2AP2P2	442421		1
HGNC:23315	FOXB2	442425	ENSG00000204612	2
HGNC:36370	RPS2P34	442426		1
HGNC:33523	EEF1DP2	442429	ENSG00000226721	0
HGNC:37720	RPL14P5	442442	ENSG00000225661	0
HGNC:25301	FAM47C	442444	ENSG00000198173	2
HGNC:49799	CLIC4P3	442447	ENSG00000237931	0
HGNC:12583	UQCRBP1	442454	ENSG00000237748	2
HGNC:33379	KRT8P27	442455	ENSG00000226502	0
HGNC:45187	XRCC6P5	442459	ENSG00000215070	1
HGNC:53713	PPIAP89	442460	ENSG00000223819	0
HGNC:51339	SAGE4P	442465	ENSG00000224539	0
HGNC:37119	HSFY3P	442479	ENSG00000227289	1
HGNC:18213	OFD1P16Y	442485	ENSG00000277519	1
HGNC:37726	ZNF736P1Y	442486	ENSG00000223978	0
HGNC:22176	DPY19L2P4	442523	ENSG00000235436	4
HGNC:22367	DPY19L2P3	442524	ENSG00000227855	1
HGNC:511	SLC25A5P5	442525	ENSG00000226421	1
HGNC:51517	SPDYE21P	442572	ENSG00000230358	1
HGNC:33845	STAG3L3	442578	ENSG00000174353	5
HGNC:33886	STAG3L2	442582	ENSG00000277072	6
HGNC:35464	SPDYE5	442590	ENSG00000170092	2
HGNC:36215	RPL23P7	442659		1
HGNC:36161	RPL7AP38	442660	ENSG00000213787	2
HGNC:39312	HMGB3P20	442661	ENSG00000226059	1
HGNC:43912	NECAP1P1	442668	ENSG00000178503	0
HGNC:12418	TUBG1P	442673	ENSG00000237972	2
HGNC:37757	CICP8	442676	ENSG00000225371	0
HGNC:48863	MTHFD2P5	442707	ENSG00000213530	0
HGNC:37902	EEF1A1P28	442709	ENSG00000237709	0
HGNC:35883	RPL7AP40	442712		1
HGNC:53706	PPIAP82	442713	ENSG00000213455	0
HGNC:13277	EIF3IP1	442720	ENSG00000237064	0
HGNC:6648	LMOD2	442721	ENSG00000170807	14
HGNC:36533	RPL27P11	442723		1
HGNC:35930	RPS17P12	442726		2
HGNC:53978	PTMAP10	442727	ENSG00000213237	0
HGNC:38859	ST13P17	442730		0
HGNC:31414	RAC1P2	442775	ENSG00000249936	1
HGNC:44050	TECRP1	442777	ENSG00000235043	0
HGNC:21504	PRY2	442862	ENSG00000169807	5
HGNC:34018	PRYP1	442863	ENSG00000224166	1
HGNC:34019	PRYP2	442864	ENSG00000231311	1
HGNC:34020	PRYP3	442865	ENSG00000169763	3
HGNC:34021	PRYP4	442866	ENSG00000172283	2
HGNC:25449	BPY2B	442867	ENSG00000183795	7
HGNC:18225	BPY2C	442868	ENSG00000185894	7
HGNC:31759	MIR133B	442890	ENSG00000199080	100
HGNC:31760	MIR135B	442891	ENSG00000199059	68
HGNC:31761	MIR148B	442892	ENSG00000199122	51
HGNC:31762	MIR151A	442893	ENSG00000254324	27
HGNC:31763	MIR302B	442894		26
HGNC:31764	MIR302C	442895	ENSG00000199102	14
HGNC:31765	MIR302D	442896	ENSG00000199145	11
HGNC:31766	MIR323A	442897	ENSG00000199069	24
HGNC:31767	MIR324	442898	ENSG00000199053	19
HGNC:31768	MIR325	442899	ENSG00000207995	10
HGNC:31769	MIR326	442900	ENSG00000199090	53
HGNC:31770	MIR328	442901	ENSG00000207948	54
HGNC:31771	MIR330	442902	ENSG00000284544	32
HGNC:31772	MIR331	442903	ENSG00000199172	24
HGNC:31773	MIR335	442904	ENSG00000199043	88
HGNC:31774	MIR337	442905	ENSG00000199151	20
HGNC:31775	MIR338	442906		75
HGNC:31776	MIR339	442907	ENSG00000199023	25
HGNC:31777	MIR340	442908	ENSG00000198995	62
HGNC:31778	MIR342	442909	ENSG00000199082	46
HGNC:31779	MIR345	442910	ENSG00000198984	18
HGNC:31780	MIR346	442911	ENSG00000199104	26
HGNC:31781	MIR367	442912	ENSG00000199169	34
HGNC:31782	MIR376C	442913	ENSG00000283279	25
HGNC:31783	MIR369	442914	ENSG00000199025	15
HGNC:31784	MIR370	442915	ENSG00000199005	50
HGNC:31785	MIR371A	442916	ENSG00000199031	26
HGNC:31786	MIR372	442917	ENSG00000199095	38
HGNC:31787	MIR373	442918	ENSG00000199143	63
HGNC:31788	MIR374A	442919	ENSG00000199168	34
HGNC:31790	MIR196B	442920	ENSG00000283745	54
HGNC:32931	IGFL4	444882		3
HGNC:33846	ARHGEF35	445328	ENSG00000213214	6
HGNC:30004	SULT1A4	445329	ENSG00000213648	13
HGNC:33440	TRIM6-TRIM34	445372	ENSG00000258588	6
HGNC:18519	CBWD3	445571	ENSG00000196873	7
HGNC:21286	ATP5MFP3	445573	ENSG00000232851	0
HGNC:31116	C9orf129	445577	ENSG00000204352	2
HGNC:33895	POTEE	445582	ENSG00000188219	27
HGNC:33529	PALM2AKAP2	445815	ENSG00000157654	60
HGNC:31819	ACTBP10	446207		0
HGNC:31821	RPS26P9	446209		1
HGNC:19136	FRG2	448831	ENSG00000205097	7
HGNC:31823	KPRP	448834	ENSG00000203786	24
HGNC:23566	DFNA54	448962		1
HGNC:24367	DFNB51	448963		1
HGNC:20616	TAS2R6P	448990	ENSG00000270923	3
HGNC:43898	TAS2R67P	448991		3
HGNC:31941	ANIB2	449013		2
HGNC:17480	DFNB43	449481		0
HGNC:22400	DFNB45	449483		1
HGNC:31085	DFNB46	449488		1
HGNC:31086	DFNB47	449489		1
HGNC:31799	DEFA8P	449491	ENSG00000223629	2
HGNC:31800	DEFA9P	449492	ENSG00000233238	2
HGNC:31801	DEFA10P	449493	ENSG00000233531	1
HGNC:32924	P2RY10BP	449518	ENSG00000232168	0
HGNC:19427	GGNBP1	449520	ENSG00000204188	5
HGNC:31828	ERVK-7	449619		8
HGNC:23277	SF3A3P2	449645	ENSG00000254449	0
HGNC:31806	LCEP1	450208	ENSG00000233819	1
HGNC:31807	LCEP2	450209	ENSG00000229713	1
HGNC:31808	LCEP4	450210	ENSG00000226947	1
HGNC:31809	LCEP3	450211		1
HGNC:32385	PHF5CP	450232	ENSG00000267178	1
HGNC:23269	PHF5GP	450234		1
HGNC:23268	PHF5DP	450238		1
HGNC:23267	PHF5EP	450239		1
HGNC:23266	PHF5FP	450246		1
HGNC:23264	PHF5HP	450250		1
HGNC:31888	TTTY3B	474148	ENSG00000280961	1
HGNC:31891	TTTY4B	474149	ENSG00000235412	1
HGNC:31892	TTTY4C	474150	ENSG00000228296	1
HGNC:31889	TTTY17B	474151	ENSG00000227439	1
HGNC:31890	TTTY17C	474152	ENSG00000223641	1
HGNC:16755	DYX9	474159		2
HGNC:31836	HDGFP1	474167	ENSG00000227183	0
HGNC:32404	LRRC37A2	474170	ENSG00000238083	7
HGNC:33149	SUMO1P2	474337	ENSG00000229612	2
HGNC:33150	SUMO1P3	474338	ENSG00000235082	7
HGNC:33152	SUMO1P5	474341		2
HGNC:33147	SPIN2B	474343	ENSG00000186787	11
HGNC:21918	GIMAP6	474344	ENSG00000133561	16
HGNC:30975	GIMAP3P	474345	ENSG00000177590	1
HGNC:23199	LRRC18	474354	ENSG00000165383	9
HGNC:18298	H2AB2	474381	ENSG00000277858	11
HGNC:22516	H2AB1	474382	ENSG00000274183	10
HGNC:31849	F8A2	474383	ENSG00000274791	4
HGNC:31850	F8A3	474384	ENSG00000277150	4
HGNC:31833	RAC1P3	492295	ENSG00000231404	1
HGNC:37979	GEMIN8P4	492303	ENSG00000228175	2
HGNC:31745	PPDPFL	492307	ENSG00000168333	5
HGNC:33847	IGIP	492311	ENSG00000182700	6
HGNC:33848	COA5	493753	ENSG00000183513	8
HGNC:17707	HCG11	493812	ENSG00000228223	3
HGNC:17724	HCG13P	493813		0
HGNC:19913	TUBBP4	493816		0
HGNC:23322	ZNF603P	493821	ENSG00000216901	0
HGNC:29407	ZNF601P	493824		0
HGNC:31340	POLR2LP1	493825	ENSG00000238211	1
HGNC:32671	TRIM72	493829		26
HGNC:24212	CISD2	493856	ENSG00000145354	51
HGNC:23261	CCDC73	493860	ENSG00000186714	6
HGNC:32961	EID3	493861		15
HGNC:33100	GPX8	493869	ENSG00000164294	23
HGNC:19230	TMEM9B-AS1	493900	ENSG00000254860	4
HGNC:24211	RNASE12	493901	ENSG00000258436	5
HGNC:28316	PHOSPHO2	493911	ENSG00000144362	10
HGNC:35152	PAPPA-AS1	493913	ENSG00000256040	2
HGNC:23681	MT1P1	493987	ENSG00000213761	0
HGNC:25073	RBMXL1	494115	ENSG00000213516	16
HGNC:33174	SPANXN1	494118	ENSG00000203923	2
HGNC:33175	SPANXN2	494119	ENSG00000268988	2
HGNC:54321	SLC25A51P4	494141	ENSG00000189332	1
HGNC:32363	CHAC2	494143	ENSG00000143942	12
HGNC:31877	DFNB56	494149		0
HGNC:51552	PHBP19	494150	ENSG00000257246	1
HGNC:31969	FBXO47	494188	ENSG00000204952	4
HGNC:33178	SPANXN5	494197		2
HGNC:31867	MIR361	494323	ENSG00000199051	37
HGNC:31868	MIR375	494324	ENSG00000198973	169
HGNC:31869	MIR376A1	494325	ENSG00000283588	23
HGNC:31870	MIR377	494326	ENSG00000199015	36
HGNC:31871	MIR378A	494327	ENSG00000199047	80
HGNC:31872	MIR379	494328	ENSG00000199088	24
HGNC:31873	MIR380	494329		8
HGNC:31874	MIR381	494330	ENSG00000199020	42
HGNC:31875	MIR382	494331		30
HGNC:31876	MIR383	494332	ENSG00000199127	31
HGNC:31878	MIR384	494333		18
HGNC:31879	MIR422A	494334	ENSG00000199156	18
HGNC:31880	MIR423	494335	ENSG00000283935	57
HGNC:31881	MIR424	494336	ENSG00000284231	80
HGNC:31882	MIR425	494337	ENSG00000199032	33
HGNC:25389	COILP2	494447		0
HGNC:31696	RNF165	494470	ENSG00000141622	11
HGNC:29502	PJVK	494513	ENSG00000204311	20
HGNC:29553	TYMSOS	494514	ENSG00000176912	8
HGNC:42630	TBCAP1	494540	ENSG00000226781	0
HGNC:42631	TBCAP2	494541	ENSG00000235829	0
HGNC:19684	WEE2	494551	ENSG00000214102	12
HGNC:21737	TWF1P2	494555		0
HGNC:48713	C9orf135-DT	494558	ENSG00000225626	1
HGNC:34024	TIFAB	497189	ENSG00000255833	5
HGNC:33849	CLEC18B	497190	ENSG00000140839	7
HGNC:32782	CLN9	497231		2
HGNC:20608	BDNF-AS	497258	ENSG00000245573	15
HGNC:39078	LINC00293	497634	ENSG00000253314	3
HGNC:31942	ANIB3	497657		1
HGNC:31690	C18orf32	497661	ENSG00000177576	5
HGNC:16674	MS4A13	503497	ENSG00000204979	2
HGNC:48615	LINC00929	503519	ENSG00000259150	2
HGNC:37133	A1BG-AS1	503538	ENSG00000268895	1
HGNC:16871	SPRN	503542	ENSG00000203772	13
HGNC:38573	BTF3P9	503543	ENSG00000224834	1
HGNC:48666	RGMB-AS1	503569	ENSG00000246763	5
HGNC:30146	ARGFX	503582	ENSG00000186103	3
HGNC:17252	ARGFXP1	503583	ENSG00000240058	1
HGNC:31925	TAAR7P	503611	ENSG00000235998	3
HGNC:31924	TAAR4P	503612	ENSG00000237449	7
HGNC:31918	DEFB107B	503614	ENSG00000198129	9
HGNC:26165	DEFB104B	503618	ENSG00000177023	11
HGNC:32175	TPRX2P	503627	ENSG00000259009	0
HGNC:32176	TPRX1P1	503628	ENSG00000259021	0
HGNC:32180	DUXAP1	503630	ENSG00000259056	0
HGNC:32181	DUXAP2	503631	ENSG00000254063	0
HGNC:32182	DUXAP3	503632	ENSG00000270552	0
HGNC:32183	DUXAP4	503633	ENSG00000270258	0
HGNC:32184	DUXAP5	503634	ENSG00000255377	0
HGNC:32185	DUXAP6	503635	ENSG00000258726	0
HGNC:32186	DUXAP7	503636	ENSG00000232136	0
HGNC:32187	DUXAP8	503637	ENSG00000271672	8
HGNC:32188	DUXAP9	503638	ENSG00000225210	12
HGNC:32189	DUXAP10	503639		7
HGNC:23977	ARGFXP2	503640		1
HGNC:32167	DPRXP1	503641	ENSG00000224323	0
HGNC:32168	DPRXP2	503643	ENSG00000271304	0
HGNC:32169	DPRXP3	503644	ENSG00000282308	0
HGNC:32170	DPRXP4	503645		1
HGNC:32171	DPRXP5	503646	ENSG00000270652	0
HGNC:32172	DPRXP6	503647	ENSG00000270791	0
HGNC:32173	DPRXP7	503648	ENSG00000271464	0
HGNC:26524	LOH12CR2	503693	ENSG00000205791	2
HGNC:18089	DEFB108A	503694	ENSG00000229907	2
HGNC:32166	DPRX	503834	ENSG00000204595	2
HGNC:32179	DUXA	503835	ENSG00000258873	2
HGNC:30847	DEFB108C	503837	ENSG00000215371	4
HGNC:30838	DEFB109D	503838	ENSG00000254866	1
HGNC:30592	DEFB109E	503839		1
HGNC:30174	DEFB108E	503840	ENSG00000254623	2
HGNC:28879	DEFB106B	503841	ENSG00000187082	9
HGNC:25339	OR3D1P	504175	ENSG00000230411	0
HGNC:29930	DEFB105B	504180	ENSG00000186599	9
HGNC:29194	OR5BN2P	504181	ENSG00000255140	0
HGNC:26227	DEFB108D	504185	ENSG00000255544	2
HGNC:27538	OR8U8	504189		3
HGNC:29166	OR8U9	504190		5
HGNC:31940	OR9G9	504191		2
HGNC:33271	CT45A6	541465	ENSG00000278289	4
HGNC:33267	CT45A1	541466	ENSG00000268940	9
HGNC:32327	LURAP1	541468	ENSG00000171357	10
HGNC:35163	MIR4435-2HG	541471	ENSG00000172965	21
HGNC:40301	IL6-AS1	541472	ENSG00000179428	2
HGNC:32233	C8orf58	541565	ENSG00000241852	5
HGNC:17402	CXorf40B	541578	ENSG00000197021	6
HGNC:32540	HSP90AB6P	541611	ENSG00000235137	1
HGNC:39839	PCOTH	542767	ENSG00000205861	5
HGNC:16880	SSX4B	548313	ENSG00000269791	14
HGNC:20922	SLX1A	548593	ENSG00000132207	15
HGNC:16343	KIR3DP1	548594	ENSG00000264257	42
HGNC:31736	CKMT1A	548596	ENSG00000223572	44
HGNC:39286	PHBP7	548599	ENSG00000213711	0
HGNC:31956	DUTP1	548637	ENSG00000229048	0
HGNC:33853	POLR2J3	548644	ENSG00000168255	10
HGNC:34187	DNAJC25	548645	ENSG00000059769	4
HGNC:49083	UBA6-AS1	550112	ENSG00000248049	3
HGNC:33854	CCDC157	550631	ENSG00000187860	4
HGNC:50713	NBDY	550643	ENSG00000204272	3
HGNC:31950	LINC00251	552859		0
HGNC:30937	SAMD12-AS1	552860	ENSG00000281641	3
HGNC:32216	VENTXP6	552879	ENSG00000254105	0
HGNC:37931	ATXN7L3B	552889	ENSG00000253719	11
HGNC:37501	DNAJC25-GNG10	552891	ENSG00000244115	6
HGNC:29488	BOLA2	552900	ENSG00000183336	31
HGNC:40538	MIR3936HG	553103	ENSG00000233006	7
HGNC:26443	FERP1	553112	ENSG00000232149	0
HGNC:30009	PEF1	553115	ENSG00000162517	39
HGNC:26015	RPL39P5	553117	ENSG00000214289	4
HGNC:26871	STK33P1	553118	ENSG00000227412	0
HGNC:22227	TLK2P2	553121	ENSG00000228828	0
HGNC:16346	KIR2DL5B	553128		24
HGNC:44630	SERBP1P3	553148	ENSG00000242142	0
HGNC:34512	PRR5-ARHGAP8	553158	ENSG00000248405	12
HGNC:35435	MYP7	553190		1
HGNC:35436	MYP8	553192		1
HGNC:35437	MYP9	553194		1
HGNC:35438	MYP10	553195		2
HGNC:37908	EEF1A1P31	553820	ENSG00000237859	0
HGNC:31465	C1DP1	554049	ENSG00000231245	1
HGNC:35180	DNM1P33	554175	ENSG00000260096	2
HGNC:37159	FCMTE2	554188		1
HGNC:44134	CCDC148-AS1	554201	ENSG00000227480	1
HGNC:37187	MIR31HG	554202	ENSG00000171889	24
HGNC:37191	JPX	554203	ENSG00000225470	9
HGNC:13784	MIR429	554210	ENSG00000198976	71
HGNC:26069	MIR448	554212	ENSG00000199001	23
HGNC:27645	MIR449A	554213	ENSG00000198983	70
HGNC:28008	MIR450A1	554214	ENSG00000199132	7
HGNC:32373	PPIP5K1P1	554224		1
HGNC:33915	STRCP1	554225	ENSG00000166763	3
HGNC:35167	ANKRD30BL	554226	ENSG00000163046	4
HGNC:36300	RPL36AP40	554234	ENSG00000240298	3
HGNC:33856	ASPDH	554235	ENSG00000204653	6
HGNC:22305	DPY19L2P1	554236	ENSG00000189212	6
HGNC:33435	GDF5OS	554250	ENSG00000204183	1
HGNC:33857	FBXO48	554251	ENSG00000204923	7
HGNC:21901	LINC00862	554279	ENSG00000203721	4
HGNC:30602	FAM72C	554282	ENSG00000263513	2
HGNC:16344	KIR2DP1	554300	ENSG00000242473	44
HGNC:29607	H4C15	554313	ENSG00000270276	108
HGNC:21438	LARP4P	554354	ENSG00000261315	1
HGNC:44181	PGM5-AS1	572558	ENSG00000224958	6
HGNC:2862	DHFRP1	573971	ENSG00000188985	30
HGNC:24070	CLLU1OS	574016	ENSG00000205057	1
HGNC:29841	CLLU1	574028	ENSG00000257127	21
HGNC:32020	DUSP5P1	574029	ENSG00000183929	4
HGNC:32022	MIR362	574030	ENSG00000208015	22
HGNC:32023	MIR363	574031	ENSG00000284499	50
HGNC:32024	MIR20B	574032	ENSG00000284043	46
HGNC:32025	MIR18B	574033	ENSG00000283931	19
HGNC:32026	MIR433	574034	ENSG00000207569	32
HGNC:32019	SERTAD4-AS1	574036	ENSG00000203706	3
HGNC:32027	MIR431	574038	ENSG00000208001	14
HGNC:32591	SNORA6	574040	ENSG00000206760	4
HGNC:32598	SNORA10	574042	ENSG00000206811	3
HGNC:32047	OBSCN-AS1	574407	ENSG00000162913	5
HGNC:32050	MIR329-1	574408	ENSG00000207761	23
HGNC:32051	MIR329-2	574409	ENSG00000207762	18
HGNC:38349	MIR323B	574410	ENSG00000208004	8
HGNC:32053	MIR451A	574411	ENSG00000284565	132
HGNC:32054	MIR452	574412	ENSG00000283751	28
HGNC:32055	MIR409	574413	ENSG00000199107	30
HGNC:32057	PRR9	574414	ENSG00000203783	1
HGNC:32061	C1orf147	574431	ENSG00000162888	2
HGNC:32062	IBA57-DT	574432	ENSG00000203684	1
HGNC:32064	MIR412	574433	ENSG00000199012	5
HGNC:32065	MIR410	574434	ENSG00000199092	40
HGNC:32066	MIR376B	574435	ENSG00000283556	9
HGNC:32067	MIR485	574436	ENSG00000208027	35
HGNC:32073	MIR488	574441	ENSG00000202609	18
HGNC:32074	MIR489	574442	ENSG00000207656	22
HGNC:32075	MIR490	574443	ENSG00000207597	34
HGNC:32076	MIR491	574444	ENSG00000207609	38
HGNC:32077	MIR511	574445	ENSG00000207938	17
HGNC:32079	MIR146B	574447	ENSG00000202569	83
HGNC:32080	MIR202	574448	ENSG00000284219	38
HGNC:32081	MIR492	574449	ENSG00000283998	20
HGNC:32082	MIR493	574450	ENSG00000207989	23
HGNC:32083	MIR432	574451	ENSG00000272458	18
HGNC:32084	MIR494	574452	ENSG00000194717	96
HGNC:32085	MIR495	574453	ENSG00000207743	51
HGNC:32086	MIR496	574454	ENSG00000207961	7
HGNC:32087	MIR193B	574455	ENSG00000207639	61
HGNC:32088	MIR497	574456	ENSG00000284027	94
HGNC:32089	MIR181D	574457	ENSG00000207585	24
HGNC:32090	MIR512-1	574458	ENSG00000207645	11
HGNC:32091	MIR512-2	574459	ENSG00000207644	6
HGNC:32092	MIR498	574460	ENSG00000207869	22
HGNC:32093	MIR520E	574461	ENSG00000207599	8
HGNC:32094	MIR515-1	574462	ENSG00000207616	9
HGNC:32095	MIR519E	574463	ENSG00000207810	4
HGNC:32096	MIR520F	574464	ENSG00000283540	9
HGNC:32097	MIR515-2	574465	ENSG00000207615	6
HGNC:32098	MIR519C	574466	ENSG00000207788	11
HGNC:32099	MIR520A	574467	ENSG00000207594	13
HGNC:32100	MIR526B	574468	ENSG00000207580	7
HGNC:32101	MIR519B	574469	ENSG00000207825	10
HGNC:32102	MIR525	574470	ENSG00000207711	8
HGNC:32103	MIR523	574471	ENSG00000283455	4
HGNC:32104	MIR518F	574472	ENSG00000207706	3
HGNC:32105	MIR520B	574473	ENSG00000207722	18
HGNC:32106	MIR518B	574474	ENSG00000207862	11
HGNC:32107	MIR526A1	574475	ENSG00000207629	6
HGNC:32108	MIR520C	574476	ENSG00000207738	12
HGNC:32109	MIR518C	574477	ENSG00000283490	8
HGNC:32110	MIR524	574478	ENSG00000283289	10
HGNC:32111	MIR517A	574479	ENSG00000207734	12
HGNC:32112	MIR519D	574480	ENSG00000207981	23
HGNC:32113	MIR521-2	574481	ENSG00000207549	4
HGNC:32114	MIR520D	574482	ENSG00000207735	9
HGNC:32115	MIR517B	574483	ENSG00000207837	5
HGNC:32116	MIR520G	574484	ENSG00000207799	12
HGNC:32117	MIR516B2	574485	ENSG00000207925	5
HGNC:32118	MIR526A2	574486	ENSG00000211532	5
HGNC:32119	MIR518E	574487	ENSG00000207987	5
HGNC:32120	MIR518A1	574488	ENSG00000207803	8
HGNC:32121	MIR518D	574489	ENSG00000283330	4
HGNC:32122	MIR516B1	574490	ENSG00000207946	5
HGNC:32123	MIR518A2	574491	ENSG00000207699	7
HGNC:32124	MIR517C	574492	ENSG00000207838	7
HGNC:32125	MIR520H	574493	ENSG00000207861	8
HGNC:32126	MIR521-1	574494	ENSG00000207634	4
HGNC:32127	MIR522	574495		13
HGNC:32128	MIR519A1	574496	ENSG00000207992	12
HGNC:32129	MIR527	574497	ENSG00000207979	6
HGNC:32130	MIR516A1	574498	ENSG00000207767	8
HGNC:32131	MIR516A2	574499	ENSG00000207620	8
HGNC:32132	MIR519A2	574500		8
HGNC:32133	MIR499A	574501	ENSG00000207635	147
HGNC:32134	MIR500A	574502	ENSG00000207785	17
HGNC:32135	MIR501	574503	ENSG00000211538	12
HGNC:32136	MIR502	574504	ENSG00000272080	22
HGNC:32137	MIR450A2	574505	ENSG00000207755	6
HGNC:32138	MIR503	574506	ENSG00000208005	71
HGNC:32139	MIR504	574507	ENSG00000207800	21
HGNC:32140	MIR505	574508	ENSG00000207633	24
HGNC:32141	MIR513A1	574509	ENSG00000207873	6
HGNC:32142	MIR513A2	574510	ENSG00000207984	4
HGNC:32143	MIR506	574511	ENSG00000207731	45
HGNC:32144	MIR507	574512	ENSG00000207969	6
HGNC:32145	MIR508	574513	ENSG00000207589	15
HGNC:32146	MIR509-1	574514	ENSG00000208000	17
HGNC:32147	MIR510	574515	ENSG00000207641	9
HGNC:32148	MIR514A1	574516	ENSG00000207868	7
HGNC:32149	MIR514A2	574517	ENSG00000207866	6
HGNC:32150	MIR514A3	574518	ENSG00000207867	6
HGNC:17266	NUDT15P1	574532		0
HGNC:20784	NUDT15P2	574533		0
HGNC:28183	UGT2A2	574537	ENSG00000271271	7
HGNC:32764	SNORD101	594837	ENSG00000206754	3
HGNC:32763	SNORD100	594838	ENSG00000221500	2
HGNC:32623	SNORA33	594839	ENSG00000200534	5
HGNC:33992	ZFAT-AS1	594840	ENSG00000248492	2
HGNC:52406	WDR45P1	594841	ENSG00000248208	0
HGNC:34340	HAS2-AS1	594842	ENSG00000248690	7
HGNC:27652	CPLX3	594855	ENSG00000213578	11
HGNC:33940	NPS	594857	ENSG00000214285	19
HGNC:32712	SNORD16	595097	ENSG00000199673	5
HGNC:32714	SNORD18A	595098	ENSG00000200623	4
HGNC:32715	SNORD18B	595099	ENSG00000202529	5
HGNC:32716	SNORD18C	595100	ENSG00000199574	5
HGNC:49862	SMG1P5	595101	ENSG00000183604	4
HGNC:18965	PGM5P2	595135	ENSG00000277778	6
HGNC:21260	KLKP1	606293	ENSG00000197588	7
HGNC:32220	CYB5RL	606495	ENSG00000215883	2
HGNC:32729	SNORD68	606500	ENSG00000200084	3
HGNC:32195	UBE2MP1	606551	ENSG00000261461	1
HGNC:32200	C8orf49	606553	ENSG00000255394	3
HGNC:41989	NPIPB13	613037	ENSG00000198064	3
HGNC:50694	CYP51A1-AS1	613126	ENSG00000188693	2
HGNC:32202	IFITM8P	613204	ENSG00000215096	1
HGNC:32400	DEFB135	613209	ENSG00000205883	2
HGNC:34433	DEFB136	613210	ENSG00000205884	2
HGNC:32399	DEFB134	613211	ENSG00000205882	3
HGNC:31110	CTXN3	613212	ENSG00000205279	7
HGNC:28044	HIGD1C	613227	ENSG00000214511	3
HGNC:32237	SERINC4	619189	ENSG00000184716	4
HGNC:3633	FDPSP2	619190	ENSG00000233980	3
HGNC:32411	SCART1	619207	ENSG00000214279	4
HGNC:33858	FAM229B	619208	ENSG00000203778	1
HGNC:31731	PA2G4P3	619212	ENSG00000263405	1
HGNC:32291	ZNF704	619279	ENSG00000164684	7
HGNC:32292	LINC01298	619344	ENSG00000253351	0
HGNC:31115	SETP3	619349	ENSG00000266648	0
HGNC:32299	LINC00589	619351	ENSG00000251191	3
HGNC:32311	MBOAT4	619373	ENSG00000177669	17
HGNC:30161	SPG29	619379		1
HGNC:32566	SCARNA9	619383	ENSG00000254911	3
HGNC:32269	FAM90A21P	619418	ENSG00000234749	2
HGNC:17606	FAM85A	619423		0
HGNC:32028	LINC00051	619434	ENSG00000254008	1
HGNC:20077	RPS26P7	619443		1
HGNC:23300	RPL10P3	619445	ENSG00000230734	0
HGNC:24221	RPS12P2	619448	ENSG00000234319	1
HGNC:27250	RPIAP1	619449	ENSG00000267597	3
HGNC:31083	RPS29P2	619452	ENSG00000239281	1
HGNC:31683	SPANXA2-OT1	619455	ENSG00000277215	3
HGNC:32198	UBE2WP1	619457	ENSG00000234422	0
HGNC:31893	RPL31P9	619464	ENSG00000264054	0
HGNC:32302	ERVK-8	619465		3
HGNC:32734	SNORD74	619498		3
HGNC:32617	SNORA27	619499	ENSG00000207051	4
HGNC:32611	SNORA21	619505	ENSG00000199293	7
HGNC:32328	SSBP3-AS1	619518	ENSG00000198711	1
HGNC:21736	TWF1P1	619519	ENSG00000178082	0
HGNC:32340	MIR483	619552	ENSG00000207805	61
HGNC:32341	MIR484	619553	ENSG00000283736	15
HGNC:32342	MIR486-1	619554		59
HGNC:32343	MIR487A	619555	ENSG00000207742	11
HGNC:32344	MIR455	619556	ENSG00000207726	39
HGNC:32586	SNORA3A	619562	ENSG00000200983	4
HGNC:32592	SNORA7A	619563	ENSG00000207496	6
HGNC:32733	SNORD72	619564	ENSG00000212296	2
HGNC:32645	SNORA52	619565	ENSG00000199785	6
HGNC:32678	SNORD2	619567	ENSG00000238942	4
